datetime,ICICIBANK-EQ,Nifty 50,cash,commission,total,returns,equity_curve,drawdown
,0.0,0.0,10000.0,0.0,10000.0,,,
2017-06-19 09:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:33:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:37:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 09:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:05:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:11:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:13:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:33:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:37:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 10:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:05:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:11:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:13:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:33:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:37:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 11:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:05:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:11:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:13:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:33:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:37:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 12:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:05:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:11:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:13:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:33:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:37:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 13:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:05:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:11:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:13:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
