datetime,ICICIBANK-EQ,Nifty 50,cash,commission,total,returns,equity_curve,drawdown
2017-06-19 14:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:33:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:37:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 14:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:05:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:11:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:13:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-19 15:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:33:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:37:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 09:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:05:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:11:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:13:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:33:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:37:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 10:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:05:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:11:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:13:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:33:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:37:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 11:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:05:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:11:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:13:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:15:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:17:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:19:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:21:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:23:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:25:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:27:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:29:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:31:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:33:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:35:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:37:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:39:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:41:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:43:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:45:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:47:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:49:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:51:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:53:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:55:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:57:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 12:59:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 13:01:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 13:03:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 13:05:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 13:07:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 13:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
2017-06-20 13:09:00,0.0,0.0,10000.0,0.0,10000.0,0.0,1.0,0.0
